link,desc
https://www.google.com/maps/place/FamilyMart+-+Sanjo+Omiya/data=!4m7!3m6!1s0x6001075e04a4c977:0x437a6ec988b306d3!8m2!3d35.0083615!4d135.7475538!16s%2Fg%2F11jfl_4ypk!19sChIJd8mkBF4HAWAR0waziMluekM?authuser=0&hl=es-419&rclk=1,FamilyMart - Sanjo Omiya
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x60010895c6af4a0b:0xe8a646a630f223d2!8m2!3d34.9965169!4d135.7663529!16s%2Fg%2F11btrrnzlg!19sChIJC0qvxpUIAWAR0iPyMKZGpug?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/FamilyMart+-+Keihan+Sanjo/data=!4m7!3m6!1s0x600108ec86d4a801:0xea5f6a71a83f98b2!8m2!3d35.0093133!4d135.773258!16s%2Fg%2F1ptydxgm7!19sChIJAajUhuwIAWARspg_qHFqX-o?authuser=0&hl=es-419&rclk=1,FamilyMart - Keihan Sanjo
https://www.google.com/maps/place/Ministop+-+Arashiyama+Station/data=!4m7!3m6!1s0x600107515f90fbfd:0x3031fb8b956a4951!8m2!3d35.0102263!4d135.6811508!16s%2Fg%2F1tcykygm!19sChIJ_fuQX1EHAWARUUlqlYv7MTA?authuser=0&hl=es-419&rclk=1,Ministop - Arashiyama Station
https://www.google.com/maps/place/Fresco+-+Shijo/data=!4m7!3m6!1s0x6001089ce7a201cf:0xae8a6bef155c4e75!8m2!3d35.0038254!4d135.7549951!16s%2Fg%2F1tl1hsrz!19sChIJzwGi55wIAWARdU5cFe9riq4?authuser=0&hl=es-419&rclk=1,Fresco - Shijo
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x600108b2e4824afd:0x27187211eb6285b9!8m2!3d34.9841951!4d135.763164!16s%2Fg%2F11bw1yxb4h!19sChIJ_UqC5LIIAWARuYVi6xFyGCc?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/Lawson+Kisshoin+Nagata/data=!4m7!3m6!1s0x600105e71def1279:0x9d95fe0cb6a5ac13!8m2!3d34.9636175!4d135.7354517!16s%2Fg%2F1z45076zr!19sChIJeRLvHecFAWARE6yltgz-lZ0?authuser=0&hl=es-419&rclk=1,Lawson Kisshoin Nagata
https://www.google.com/maps/place/7-Eleven+Kyoto-Karasuma-Kujo/data=!4m7!3m6!1s0x60010f534a60d77b:0xc9c4ce05e8a4bf5e!8m2!3d34.9796473!4d135.7579127!16s%2Fg%2F11cs0f8z0d!19sChIJe9dgSlMPAWARXr-k6AXOxMk?authuser=0&hl=es-419&rclk=1,7-Eleven Kyoto-Karasuma-Kujo
https://www.google.com/maps/place/7-Eleven+Kyoto-Tokiwa/data=!4m7!3m6!1s0x6001077a0bdb12cf:0xa71eb5bcb1ec45e6!8m2!3d35.0195704!4d135.708552!16s%2Fg%2F1tdxqbyk!19sChIJzxLbC3oHAWAR5kXssby1Hqc?authuser=0&hl=es-419&rclk=1,7-Eleven Kyoto-Tokiwa
https://www.google.com/maps/place/Lawson+-+Kyoto+Station+Higashi-Shiokoji-cho/data=!4m7!3m6!1s0x600108b1d91bd763:0x3e20e72f146ed34f!8m2!3d34.9874238!4d135.7617648!16s%2Fg%2F1tf3ntgb!19sChIJY9cb2bEIAWART9NuFC_nID4?authuser=0&hl=es-419&rclk=1,Lawson - Kyoto Station Higashi-Shiokoji-cho
https://www.google.com/maps/place/7-ELEVEN+Takatsuki+Tenjinmachi+1-chome+Store/data=!4m7!3m6!1s0x600102b99763db47:0x130aae15cc8e645e!8m2!3d34.8539096!4d135.6160331!16s%2Fg%2F11btwtd9k3!19sChIJR9tjl7kCAWARXmSOzBWuChM?authuser=0&hl=es-419&rclk=1,7-ELEVEN Takatsuki Tenjinmachi 1-chome Store
https://www.google.com/maps/place/FamilyMart+-+Muromachi+Bukkoji/data=!4m7!3m6!1s0x6001089969d4c565:0x13d1673c2a384a26!8m2!3d35.001462!4d135.7580113!16s%2Fg%2F11df3gbmmd!19sChIJZcXUaZkIAWARJko4Kjxn0RM?authuser=0&hl=es-419&rclk=1,FamilyMart - Muromachi Bukkoji
https://www.google.com/maps/place/Lawson+-+Gion+Hanamikoji/data=!4m7!3m6!1s0x600108c1fa8839b3:0x17f9aab3950365d8!8m2!3d35.0050234!4d135.7753612!16s%2Fg%2F1pty80tsg!19sChIJszmI-sEIAWAR2GUDlbOq-Rc?authuser=0&hl=es-419&rclk=1,Lawson - Gion Hanamikoji
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x6001a976c6b4c785:0xe5c38a473bf4e848!8m2!3d35.0622354!4d135.7496526!16s%2Fg%2F11g0zpyvb7!19sChIJhce0xnapAWARSOj0O0eKw-U?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/LAWSON+Takatsuki+Kyoguchimachi+Store/data=!4m7!3m6!1s0x600102ccc2295757:0xdbc8545f9d50c4bb!8m2!3d34.8489887!4d135.6252377!16s%2Fg%2F1ty744pb!19sChIJV1cpwswCAWARu8RQnV9UyNs?authuser=0&hl=es-419&rclk=1,LAWSON Takatsuki Kyoguchimachi Store
https://www.google.com/maps/place/FamilyMart+Hyakumanben+Store/data=!4m7!3m6!1s0x6001085a68f13cc5:0xf77f155cd90a6e10!8m2!3d35.0312602!4d135.7795564!16s%2Fg%2F1tf6m2xf!19sChIJxTzxaFoIAWAREG4K2VwVf_c?authuser=0&hl=es-419&rclk=1,FamilyMart Hyakumanben Store
https://www.google.com/maps/place/Lawson+Muromach-Nishikikoji/data=!4m7!3m6!1s0x6001089b6b715947:0x33ff3403883c7960!8m2!3d35.0050862!4d135.7579108!16s%2Fg%2F11f_1svnjh!19sChIJR1lxa5sIAWARYHk8iAM0_zM?authuser=0&hl=es-419&rclk=1,Lawson Muromach-Nishikikoji
https://www.google.com/maps/place/7-ELEVEN.Heart-in+VIERRA+Otsu+Store/data=!4m7!3m6!1s0x60010c5869e752df:0xd2c6644eeca9dfd4!8m2!3d35.0034118!4d135.8648692!16s%2Fg%2F11bwq5t0t0!19sChIJ31LnaVgMAWAR1N-p7E5kxtI?authuser=0&hl=es-419&rclk=1,7-ELEVEN.Heart-in VIERRA Otsu Store
https://www.google.com/maps/place/FamilyMart+Kawaramachi+Bukkoji/data=!4m7!3m6!1s0x600108be3370120f:0xdcc77ba4ba377e2c!8m2!3d35.0015878!4d135.7687398!16s%2Fg%2F1tf86_48!19sChIJDxJwM74IAWARLH43uqR7x9w?authuser=0&hl=es-419&rclk=1,FamilyMart Kawaramachi Bukkoji
https://www.google.com/maps/place/Fresco+-+Karasuma/data=!4m7!3m6!1s0x6001089b2cef5fc3:0x8da7bbddbc2e024!8m2!3d35.0065216!4d135.7592446!16s%2Fg%2F1v2pq330!19sChIJw1_vLJsIAWARJODC27172gg?authuser=0&hl=es-419&rclk=1,Fresco - Karasuma
https://www.google.com/maps/place/%E9%87%8E%E6%9D%91%E4%BD%83%E7%85%AE+%E9%8C%A6%E5%BA%97/data=!4m7!3m6!1s0x600109005a242311:0xe7b2bcd57303f523!8m2!3d35.004963!4d135.7655139!16s%2Fg%2F11ldwgf94_!19sChIJESMkWgAJAWARI_UDc9W8suc?authuser=0&hl=es-419&rclk=1,野村佃煮 錦店
https://www.google.com/maps/place/Seven+Bank+ATM/data=!4m7!3m6!1s0x6001075e34ee3b2d:0x56ca38eefedf12fb!8m2!3d35.0073644!4d135.7297073!16s%2Fg%2F11jlhmcsqb!19sChIJLTvuNF4HAWAR-xLf_u44ylY?authuser=0&hl=es-419&rclk=1,Seven Bank ATM
https://www.google.com/maps/place/Lawson+-+Takatsuji+Yanaginobamba/data=!4m7!3m6!1s0x60010897d8bb1e47:0x9b65606a07c39623!8m2!3d34.999967!4d135.763104!16s%2Fg%2F11btwvd3lk!19sChIJRx672JcIAWARI5bDB2pgZZs?authuser=0&hl=es-419&rclk=1,Lawson - Takatsuji Yanaginobamba
https://www.google.com/maps/place/Lawson+Takatsuki+Shibatanicho/data=!4m7!3m6!1s0x6001028549a7af8d:0xe0b0d87530715c57!8m2!3d34.8675913!4d135.6091994!16s%2Fg%2F11bwn53rht!19sChIJja-nSYUCAWARV1xxMHXYsOA?authuser=0&hl=es-419&rclk=1,Lawson Takatsuki Shibatanicho
https://www.google.com/maps/place/Lawson+-+Marutamachi+Ogawa/data=!4m7!3m6!1s0x6001087f2f69fcfd:0xd29e87d152fc09a5!8m2!3d35.017476!4d135.7541473!16s%2Fg%2F1tp275cl!19sChIJ_fxpL38IAWARpQn8UtGHntI?authuser=0&hl=es-419&rclk=1,Lawson - Marutamachi Ogawa
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x60011c16ef9b95fd:0x516397e57121d3a5!8m2!3d34.8044104!4d135.6602429!16s%2Fg%2F1ptwcc90g!19sChIJ_ZWb7xYcAWARpdMhceWXY1E?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/Fresco+Teramachi/data=!4m7!3m6!1s0x600108be0c6585cb:0x61faa32d9556cb3d!8m2!3d35.0006009!4d135.7667893!16s%2Fg%2F1tgm2rwk!19sChIJy4VlDL4IAWARPctWlS2j-mE?authuser=0&hl=es-419&rclk=1,Fresco Teramachi
https://www.google.com/maps/place/LAWSON+Kotochika-Oike+Store/data=!4m7!3m6!1s0x60010885b3c1cce9:0x6d00f616cba3f4cc!8m2!3d35.0108383!4d135.7595972!16s%2Fg%2F11df0pd5b7!19sChIJ6czBs4UIAWARzPSjyxb2AG0?authuser=0&hl=es-419&rclk=1,LAWSON Kotochika-Oike Store
https://www.google.com/maps/place/Lawson+Hirakata+Nakamiyahonmachi/data=!4m7!3m6!1s0x60011c67cf9a1c71:0x613da81804c16d68!8m2!3d34.8196685!4d135.6592618!16s%2Fg%2F1tm68vdr!19sChIJcRyaz2ccAWARaG3BBBioPWE?authuser=0&hl=es-419&rclk=1,Lawson Hirakata Nakamiyahonmachi
https://www.google.com/maps/place/Lawson+-+Karasuma+Fudanotsuji/data=!4m7!3m6!1s0x60010f53bfe07c27:0x5879944ffc88503f!8m2!3d34.9763048!4d135.7598661!16s%2Fg%2F11bz_sy0f9!19sChIJJ3zgv1MPAWARP1CI_E-UeVg?authuser=0&hl=es-419&rclk=1,Lawson - Karasuma Fudanotsuji
https://www.google.com/maps/place/Lawson+-+Sanjo-ohashi+Bridge/data=!4m7!3m6!1s0x600108ecb4a823df:0x6825f5ac33185e10!8m2!3d35.0088427!4d135.7711342!16s%2Fg%2F1jgl_4khs!19sChIJ3yOotOwIAWAREF4YM6z1JWg?authuser=0&hl=es-419&rclk=1,Lawson - Sanjo-ohashi Bridge
https://www.google.com/maps/place/Lawson+Takatsuki+Okanmuricho+1-chome/data=!4m7!3m6!1s0x60011d21b658e7df:0x89a146ed7fdfef07!8m2!3d34.8361628!4d135.6358105!16s%2Fg%2F1tfzxd4k!19sChIJ3-dYtiEdAWARB-_ff-1GoYk?authuser=0&hl=es-419&rclk=1,Lawson Takatsuki Okanmuricho 1-chome
https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x6001088f1dec6f6b:0x50b10ef8e931a67b!8m2!3d35.0120877!4d135.7638462!16s%2Fg%2F11bcclzzzc!19sChIJa2_sHY8IAWARe6Yx6fgOsVA?authuser=0&hl=es-419&rclk=1,FamilyMart
https://www.google.com/maps/place/Daily+Yamazaki+-+Karasuma+Hachijo+Entrance/data=!4m7!3m6!1s0x600108ada7bd732d:0xa714cb8120d084a1!8m2!3d34.9830511!4d135.7600034!16s%2Fg%2F1vqmj85l!19sChIJLXO9p60IAWARoYTQIIHLFKc?authuser=0&hl=es-419&rclk=1,Daily Yamazaki - Karasuma Hachijo Entrance
https://www.google.com/maps/place/FamilyMart+-+Kawaramachi+Takoyakushi/data=!4m7!3m6!1s0x600108c0110c6109:0x434dae6fe599960a!8m2!3d35.0064111!4d135.7688895!16s%2Fg%2F1tj73hf8!19sChIJCWEMEcAIAWARCpaZ5W-uTUM?authuser=0&hl=es-419&rclk=1,FamilyMart - Kawaramachi Takoyakushi
https://www.google.com/maps/place/Lawson+Ibaraki+Higashi-ai+2-chome/data=!4m7!3m6!1s0x6000fd03f51b1987:0xb6a4aa7d5ecf1707!8m2!3d34.8514674!4d135.5675126!16s%2Fg%2F1tm8kgy7!19sChIJhxkb9QP9AGARBxfPXn2qpLY?authuser=0&hl=es-419&rclk=1,Lawson Ibaraki Higashi-ai 2-chome
https://www.google.com/maps/place/Fresco+Mini+-+Kawaramachi+Imadegawa/data=!4m7!3m6!1s0x60010867bddf1adf:0x630883fa1f735201!8m2!3d35.0282849!4d135.7697598!16s%2Fg%2F1tf15shp!19sChIJ3xrfvWcIAWARAVJzH_qDCGM?authuser=0&hl=es-419&rclk=1,Fresco Mini - Kawaramachi Imadegawa
https://www.google.com/maps/place/Moyori-Ichi+-+Gion-Shijo+Station/data=!4m7!3m6!1s0x6001096f7959e149:0x3c230c5d6e8b5775!8m2!3d35.0041722!4d135.7722931!16s%2Fg%2F11kj27cs_0!19sChIJSeFZeW8JAWARdVeLbl0MIzw?authuser=0&hl=es-419&rclk=1,Moyori-Ichi - Gion-Shijo Station
https://www.google.com/maps/place/FamilyMart;+Kusatsu+Kihan+island/data=!4m7!3m6!1s0x600172e8514de4ab:0xd8ed027adc4109eb!8m2!3d35.0103907!4d135.9248579!16s%2Fg%2F1w4vjvmr!19sChIJq-RNUehyAWAR6wlB3HoC7dg?authuser=0&hl=es-419&rclk=1,FamilyMart; Kusatsu Kihan island
https://www.google.com/maps/place/Lawson+Otokoyama+Nagasawa/data=!4m7!3m6!1s0x60011b465c2e5357:0x43eb7751fb795188!8m2!3d34.8676255!4d135.6919207!16s%2Fg%2F1tx1588z!19sChIJV1MuXEYbAWARiFF5-1F360M?authuser=0&hl=es-419&rclk=1,Lawson Otokoyama Nagasawa
https://www.google.com/maps/place/Onimaru/data=!4m7!3m6!1s0x60010994ec8613a3:0x7900837938baac41!8m2!3d35.0086473!4d135.7688247!16s%2Fg%2F11vlq8_2tx!19sChIJoxOG7JQJAWARQay6OHmDAHk?authuser=0&hl=es-419&rclk=1,Onimaru
https://www.google.com/maps/place/7-Eleven+Kamigamo-Nikenyacho/data=!4m7!3m6!1s0x6001a7c458455555:0x4362e206289972af!8m2!3d35.077462!4d135.7640282!16s%2Fg%2F12hprxf2p!19sChIJVVVFWMSnAWARr3KZKAbiYkM?authuser=0&hl=es-419&rclk=1,7-Eleven Kamigamo-Nikenyacho
https://www.google.com/maps/place/Lawson+-+Arashiyama+Tanigatsujiko-cho/data=!4m7!3m6!1s0x6001074e232ec299:0x23bda5384965897a!8m2!3d35.0068385!4d135.6823928!16s%2Fg%2F11hcjxtbxs!19sChIJmcIuI04HAWAReollSTilvSM?authuser=0&hl=es-419&rclk=1,Lawson - Arashiyama Tanigatsujiko-cho
https://www.google.com/maps/place/Lawson+Katano+Kuraji+1-chome/data=!4m7!3m6!1s0x6001194136be1eb9:0x3cf16f1ee0606fe6!8m2!3d34.7921135!4d135.6908665!16s%2Fg%2F1tj91fs4!19sChIJuR6-NkEZAWAR5m9g4B5v8Tw?authuser=0&hl=es-419&rclk=1,Lawson Katano Kuraji 1-chome
https://www.google.com/maps/place/Lawson+Higashioji-Umamachi/data=!4m7!3m6!1s0x600108c941995cf9:0xa7804dd9169ef85!8m2!3d34.9927862!4d135.7747315!16s%2Fg%2F11bccm06qm!19sChIJ-VyZQckIAWARhe9pkd0EeAo?authuser=0&hl=es-419&rclk=1,Lawson Higashioji-Umamachi
https://www.google.com/maps/place/7-Eleven+-+Ky%C5%8Dto+Yoshida+Konoe-ch%C5%8D+Shop/data=!4m7!3m6!1s0x600108f717a1ed13:0xf2d458610ec504a1!8m2!3d35.0216994!4d135.7788406!16s%2Fg%2F11c1pm5n6k!19sChIJE-2hF_cIAWARoQTFDmFY1PI?authuser=0&hl=es-419&rclk=1,7-Eleven - Kyōto Yoshida Konoe-chō Shop
https://www.google.com/maps/place/Gochisou+Yakimusubi+Onimaru+Kyoto+Shijo+Kawaramachi/data=!4m7!3m6!1s0x600109fba6476f35:0xaa0154c2001a83f3!8m2!3d35.0038403!4d135.7673899!16s%2Fg%2F11kj4k9qdv!19sChIJNW9HpvsJAWAR84MaAMJUAao?authuser=0&hl=es-419&rclk=1,Gochisou Yakimusubi Onimaru Kyoto Shijo Kawaramachi
https://www.google.com/maps/place/Lawson+%C5%8Ctsu+Central+2-ch%C5%8Dme/data=!4m7!3m6!1s0x60010c5f9b88a6df:0xee035165277ce0f3!8m2!3d35.0090822!4d135.8651879!16s%2Fg%2F1tg15msp!19sChIJ36aIm18MAWAR8-B8J2VRA-4?authuser=0&hl=es-419&rclk=1,Lawson Ōtsu Central 2-chōme
https://www.google.com/maps/place/FamilyMart+Kizugawa-Kubo/data=!4m7!3m6!1s0x60013c6da17ba9d3:0x7ed46c7721322b61!8m2!3d34.7303501!4d135.8034558!16s%2Fg%2F1tgx1yc4!19sChIJ06l7oW08AWARYSsyIXds1H4?authuser=0&hl=es-419&rclk=1,FamilyMart Kizugawa-Kubo
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x6000fb1bc7e753a5:0x10e87a7f1cd4fc9!8m2!3d34.8108449!4d135.493876!16s%2Fg%2F12lwdrvpv!19sChIJpVPnxxv7AGARyU_N8aeHDgE?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/7-Eleven;+Kusatsu+Oiwake/data=!4m7!3m6!1s0x6001720e9dbbaea1:0x5c16a272a407e9f8!8m2!3d35.0093167!4d135.9659264!16s%2Fg%2F1w0q_twg!19sChIJoa67nQ5yAWAR-OkHpHKiFlw?authuser=0&hl=es-419&rclk=1,7-Eleven; Kusatsu Oiwake
https://www.google.com/maps/place/Seven+Bank+ATM/data=!4m7!3m6!1s0x6001070e9c5cc40f:0x2d485f22f34d5d1b!8m2!3d35.013611!4d135.7138838!16s%2Fg%2F11k0n47j8s!19sChIJD8RcnA4HAWARG11N8yJfSC0?authuser=0&hl=es-419&rclk=1,Seven Bank ATM
https://www.google.com/maps/place/Konbini/data=!4m7!3m6!1s0x60011c6f7f698a79:0x23268080aafd84d6!8m2!3d34.8211615!4d135.6644262!16s%2Fg%2F1tdb45hl!19sChIJeYppf28cAWAR1oT9qoCAJiM?authuser=0&hl=es-419&rclk=1,Konbini
https://www.google.com/maps/place/Bake+House+Inoue/data=!4m7!3m6!1s0x600108b5d6fd7ab9:0x1a59fc8f739f443b!8m2!3d34.9891797!4d135.7691281!16s%2Fg%2F1hhjp_jtr!19sChIJuXr91rUIAWARO0Sfc4_8WRo?authuser=0&hl=es-419&rclk=1,Bake House Inoue
https://www.google.com/maps/place/7-ELEVEN+Kyoto+Shimogamo+Takagicho+Store/data=!4m7!3m6!1s0x6001083933f12c3b:0xf8bf544675b2db4e!8m2!3d35.0443811!4d135.7763359!16s%2Fg%2F1tg6vlpx!19sChIJOyzxMzkIAWARTtuydUZUv_g?authuser=0&hl=es-419&rclk=1,7-ELEVEN Kyoto Shimogamo Takagicho Store
https://www.google.com/maps/place/FamilyMart+OBP+KDDI+Osaka+Building/data=!4m7!3m6!1s0x6000e0c4581455ed:0xa7ea8b055255ba80!8m2!3d34.6930416!4d135.534557!16s%2Fg%2F1v8j09r2!19sChIJ7VUUWMTgAGARgLpVUgWL6qc?authuser=0&hl=es-419&rclk=1,FamilyMart OBP KDDI Osaka Building
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x6001119e340b0071:0xaba0a600f9a4df38!8m2!3d34.8985918!4d135.8117426!16s%2Fg%2F11b771tkp0!19sChIJcQALNJ4RAWARON-k-QCmoKs?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x6000dfe0a20dfe91:0x6527763b752e8cd2!8m2!3d34.6823634!4d135.5821921!16s%2Fg%2F1thx_pdq!19sChIJkf4NouDfAGAR0owudTt2J2U?authuser=0&hl=es-419&rclk=1,FamilyMart
https://www.google.com/maps/place/Lawson+S+Park+Lawson+Senri/data=!4m7!3m6!1s0x6000fbbbb86f1fc5:0x23d9cb856cb1432b!8m2!3d34.8100167!4d135.5046036!16s%2Fg%2F11txhl96m9!19sChIJxR9vuLv7AGARK0OxbIXL2SM?authuser=0&hl=es-419&rclk=1,Lawson S Park Lawson Senri
https://www.google.com/maps/place/Lawson+Yunagi+2-chome/data=!4m7!3m6!1s0x6000e7d5284d5e2f:0x590cf4646e0a03ff!8m2!3d34.661143!4d135.4520635!16s%2Fg%2F1hc4dxfxj!19sChIJL15NKNXnAGAR_wMKbmT0DFk?authuser=0&hl=es-419&rclk=1,Lawson Yunagi 2-chome
https://www.google.com/maps/place/FamilyMart+Daitocho+2-chome/data=!4m7!3m6!1s0x6000e1526d089fe1:0xd71d21502cff37e4!8m2!3d34.7241427!4d135.5286413!16s%2Fg%2F1tfzrt59!19sChIJ4Z8IbVLhAGAR5Df_LFAhHdc?authuser=0&hl=es-419&rclk=1,FamilyMart Daitocho 2-chome
https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x600120468ddfc51b:0x6c7a52bbd76f24f!8m2!3d34.6845186!4d135.6262087!16s%2Fg%2F11c7t1kbdz!19sChIJG8XfjUYgAWART_J2vSulxwY?authuser=0&hl=es-419&rclk=1,FamilyMart
https://www.google.com/maps/place/%E3%80%90the+kind%E3%80%91+Breakfast/data=!4m7!3m6!1s0x600109bb4d78baf5:0xa0468afd84966833!8m2!3d34.9937865!4d135.7698649!16s%2Fg%2F11v02sxs6y!19sChIJ9bp4TbsJAWARM2iWhP2KRqA?authuser=0&hl=es-419&rclk=1,【the kind】 Breakfast
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x600109cad88b90cf:0xc50ee8b330492eaa!8m2!3d35.050376!4d135.790657!16s%2Fg%2F1tdw7z4v!19sChIJz5CL2MoJAWARqi5JMLPoDsU?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/Lawson+S-Marutamachi-byoin/data=!4m7!3m6!1s0x600107c43fdd289f:0xb40c47a9d5b2e54f!8m2!3d35.018844!4d135.7389901!16s%2Fg%2F11dxnt82gz!19sChIJnyjdP8QHAWART-Wy1alHDLQ?authuser=0&hl=es-419&rclk=1,Lawson S-Marutamachi-byoin
https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x60011f0842208261:0xd3bae58953dc0ef7!8m2!3d34.7410884!4d135.6370011!16s%2Fg%2F11g8v41llg!19sChIJYYIgQggfAWAR9w7cU4nlutM?authuser=0&hl=es-419&rclk=1,FamilyMart
https://www.google.com/maps/place/FamilyMart+Kawabata+Jinaicho/data=!4m7!3m6!1s0x6000e19fa8acfc6b:0xecf1298e708b58c!8m2!3d34.7330276!4d135.5650038!16s%2Fg%2F12hk69kwt!19sChIJa_ysqJ_hAGARjLUI55gSzw4?authuser=0&hl=es-419&rclk=1,FamilyMart Kawabata Jinaicho
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x6000e717059f36bf:0x2c17233b3d2b6453!8m2!3d34.6746538!4d135.5034661!16s%2Fg%2F1tg67_bh!19sChIJvzafBRfnAGARU2QrPTsjFyw?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x6001739e82c11263:0xbf62ba7524d57bac!8m2!3d35.051811!4d135.9448582!16s%2Fg%2F1thzntf5!19sChIJYxLBgp5zAWARrHvVJHW6Yr8?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/Family+Mart/data=!4m7!3m6!1s0x6000e5003bc23f15:0xf429810b9349438d!8m2!3d34.7580859!4d135.4616677!16s%2Fg%2F11vt2d1zqh!19sChIJFT_COwDlAGARjUNJkwuBKfQ?authuser=0&hl=es-419&rclk=1,Family Mart
https://www.google.com/maps/place/Lawson+Higashiosaka+Kusune+2-chome/data=!4m7!3m6!1s0x6000dfe19a6b30f9:0xaf4c3b5130013dde!8m2!3d34.6853109!4d135.5851488!16s%2Fg%2F11c2qg7c_y!19sChIJ-TBrmuHfAGAR3j0BMFE7TK8?authuser=0&hl=es-419&rclk=1,Lawson Higashiosaka Kusune 2-chome
https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x6000e699fbef6f49:0xe29021b3c18cc6ba!8m2!3d34.7115936!4d135.5019802!16s%2Fg%2F1thxkz01!19sChIJSW_v-5nmAGARusaMwbMhkOI?authuser=0&hl=es-419&rclk=1,FamilyMart
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x6000e1087b4f5263:0xfc774d045581e339!8m2!3d34.7210025!4d135.5609547!16s%2Fg%2F1x5fb73_!19sChIJY1JPewjhAGAROeOBVQRNd_w?authuser=0&hl=es-419&rclk=1,7-Eleven
https://www.google.com/maps/place/Lawson/data=!4m7!3m6!1s0x6000e0f7626afb0d:0x12e1a1a6319f1c3c!8m2!3d34.7021773!4d135.5597946!16s%2Fg%2F1ptx7vjzq!19sChIJDftqYvfgAGARPByfMaah4RI?authuser=0&hl=es-419&rclk=1,Lawson
https://www.google.com/maps/place/Lawson+Kowakae+2-chome/data=!4m7!3m6!1s0x6000df743f3616f3:0xfe85496b60a7cb5!8m2!3d34.6485165!4d135.585518!16s%2Fg%2F1tf02bvh!19sChIJ8xY2P3TfAGARtXwKtpZU6A8?authuser=0&hl=es-419&rclk=1,Lawson Kowakae 2-chome
https://www.google.com/maps/place/FamilyMart+Otsu+Nionohama+3-chome+Store/data=!4m7!3m6!1s0x60010ce0792e5d4d:0x72b7452d9656ad74!8m2!3d35.003018!4d135.8844433!16s%2Fg%2F11f3c5fcr7!19sChIJTV0ueeAMAWARdK1Wli1Ft3I?authuser=0&hl=es-419&rclk=1,FamilyMart Otsu Nionohama 3-chome Store
https://www.google.com/maps/place/MEGA+Don+Quijote+%C5%8Ctsu/data=!4m7!3m6!1s0x60010c7faabc8f9b:0x68e3252ab1c2ca26!8m2!3d35.0259797!4d135.8641082!16s%2Fg%2F11cn0qgg5j!19sChIJm4-8qn8MAWARJsrCsSol42g?authuser=0&hl=es-419&rclk=1,MEGA Don Quijote Ōtsu
https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x60016693f21e06b5:0x6de86ff4f780f91c!8m2!3d34.9823195!4d136.1082822!16s%2Fg%2F1tfw2yry!19sChIJtQYe8pNmAWARHPmA9_Rv6G0?authuser=0&hl=es-419&rclk=1,FamilyMart
https://www.google.com/maps/place/Happy+Rokuhara/data=!4m7!3m6!1s0x600108c6141d88f1:0xd181cde46efbc80a!8m2!3d34.997232!4d135.774804!16s%2Fg%2F1td_h49p!19sChIJ8YgdFMYIAWARCsj7buTNgdE?authuser=0&hl=es-419&rclk=1,Happy Rokuhara
https://www.google.com/maps/place/New+Yamazaki+Daily+Store/data=!4m7!3m6!1s0x60010d1f7ca8998d:0x3378a34e07202309!8m2!3d35.0038049!4d135.8684826!16s%2Fg%2F11h0ykkzrr!19sChIJjZmofB8NAWARCSMgB06jeDM?authuser=0&hl=es-419&rclk=1,New Yamazaki Daily Store
https://www.google.com/maps/place/FamilyMart+Nara+Kideracho+Store/data=!4m7!3m6!1s0x600139f3b87b20d5:0x3e42717f66cd0be9!8m2!3d34.6727355!4d135.834403!16s%2Fg%2F1tdn8l3_!19sChIJ1SB7uPM5AWAR6QvNZn9xQj4?authuser=0&hl=es-419&rclk=1,FamilyMart Nara Kideracho Store
