"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","ah5Ghc","M4A5Cf","ah5Ghc 2"
"https://www.google.com/maps/place/7-ELEVEN+Kyoto+Shimogamo+Takagicho+Store/data=!4m7!3m6!1s0x6001083933f12c3b:0xf8bf544675b2db4e!8m2!3d35.0443811!4d135.7763359!16s%2Fg%2F1tg6vlpx!19sChIJOyzxMzkIAWARTtuydUZUv_g?authuser=0&hl=es-419&rclk=1","7-ELEVEN Kyoto Shimogamo Takagicho Store","2.6","(33)","Tienda de alimentación","·","","·","34 Shimogamo Takagicho","Abierto las 24 horas","·","075-703-3525","http://www.sej.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/FamilyMart+OBP+KDDI+Osaka+Building/data=!4m7!3m6!1s0x6000e0c4581455ed:0xa7ea8b055255ba80!8m2!3d34.6930416!4d135.534557!16s%2Fg%2F1v8j09r2!19sChIJ7VUUWMTgAGARgLpVUgWL6qc?authuser=0&hl=es-419&rclk=1","FamilyMart OBP KDDI Osaka Building","2.9","(18)","Tienda de alimentación","·","","·","2 Chome-2-72 Shiromi","Abierto","·","06-4790-6536","https://as.chizumaru.com/famima/detailmap?account=famima&bid=77905","","Sitio web","","Indicaciones","","",""
"https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x6001119e340b0071:0xaba0a600f9a4df38!8m2!3d34.8985918!4d135.8117426!16s%2Fg%2F11b771tkp0!19sChIJcQALNJ4RAWARON-k-QCmoKs?authuser=0&hl=es-419&rclk=1","7-Eleven","4.0","(24)","Tienda de alimentación","·","","·","Monmae-27-2 Todo","Abierto las 24 horas","·","0774-21-5150","http://www.sej.co.jp/index.html","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x6000dfe0a20dfe91:0x6527763b752e8cd2!8m2!3d34.6823634!4d135.5821921!16s%2Fg%2F1thx_pdq!19sChIJkf4NouDfAGAR0owudTt2J2U?authuser=0&hl=es-419&rclk=1","FamilyMart","3.4","(30)","Tienda de alimentación","·","","·","1 Chome-9-16 Kusune","Abierto las 24 horas","·","06-6748-9922","https://as.chizumaru.com/famima/detailmap?account=famima&bid=30678","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Lawson+S+Park+Lawson+Senri/data=!4m7!3m6!1s0x6000fbbbb86f1fc5:0x23d9cb856cb1432b!8m2!3d34.8100167!4d135.5046036!16s%2Fg%2F11txhl96m9!19sChIJxR9vuLv7AGARK0OxbIXL2SM?authuser=0&hl=es-419&rclk=1","Lawson S Park Lawson Senri","3.8","(13)","Tienda de alimentación","·","","·","3 Chome-8-3 Shinsenri Higashimachi","Abierto","·","06-4798-5660","https://www.e-map.ne.jp/p/lawson/dtl/377035/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Lawson+Yunagi+2-chome/data=!4m7!3m6!1s0x6000e7d5284d5e2f:0x590cf4646e0a03ff!8m2!3d34.661143!4d135.4520635!16s%2Fg%2F1hc4dxfxj!19sChIJL15NKNXnAGAR_wMKbmT0DFk?authuser=0&hl=es-419&rclk=1","Lawson Yunagi 2-chome","3.2","(20)","Tienda de alimentación","·","","·","2 Chome-17-23 Yunagi","Abierto las 24 horas","·","06-6577-0708","https://www.lawson.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"https://www.google.com/maps/place/FamilyMart+Daitocho+2-chome/data=!4m7!3m6!1s0x6000e1526d089fe1:0xd71d21502cff37e4!8m2!3d34.7241427!4d135.5286413!16s%2Fg%2F1tfzrt59!19sChIJ4Z8IbVLhAGAR5Df_LFAhHdc?authuser=0&hl=es-419&rclk=1","FamilyMart Daitocho 2-chome","3.4","(11)","Tienda de alimentación","·","","·","2 Chome-6-17 Daitocho","Abierto las 24 horas","·","06-6924-6650","https://as.chizumaru.com/famima/detailmap?account=famima&bid=37805","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x600120468ddfc51b:0x6c7a52bbd76f24f!8m2!3d34.6845186!4d135.6262087!16s%2Fg%2F11c7t1kbdz!19sChIJG8XfjUYgAWART_J2vSulxwY?authuser=0&hl=es-419&rclk=1","FamilyMart","2.7","(26)","Tienda de alimentación","·","","·","1 Chome-16-15 Imagome","Abierto las 24 horas","·","072-960-3336","https://as.chizumaru.com/famima/detailMap?account=famima&accmd=0&bid=52779","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/%E3%80%90the+kind%E3%80%91+Breakfast/data=!4m7!3m6!1s0x600109bb4d78baf5:0xa0468afd84966833!8m2!3d34.9937865!4d135.7698649!16s%2Fg%2F11v02sxs6y!19sChIJ9bp4TbsJAWARM2iWhP2KRqA?authuser=0&hl=es-419&rclk=1","【the kind】 Breakfast","5.0","(561)","Vegetariana estricta","·","","·","2 Chome-84-2 Honmachi","Abierto","","","https://www.instagram.com/the_kind_cafe/","","Sitio web","","Indicaciones","""✨

⭐️⭐️⭐️⭐️⭐️""","",""
"https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x600109cad88b90cf:0xc50ee8b330492eaa!8m2!3d35.050376!4d135.790657!16s%2Fg%2F1tdw7z4v!19sChIJz5CL2MoJAWARqi5JMLPoDsU?authuser=0&hl=es-419&rclk=1","7-Eleven","3.3","(19)","Tienda de alimentación","·","","·","8-80 Yamabana Itchodacho","Abierto las 24 horas","·","075-711-6616","https://www.sej.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Lawson+S-Marutamachi-byoin/data=!4m7!3m6!1s0x600107c43fdd289f:0xb40c47a9d5b2e54f!8m2!3d35.018844!4d135.7389901!16s%2Fg%2F11dxnt82gz!19sChIJnyjdP8QHAWART-Wy1alHDLQ?authuser=0&hl=es-419&rclk=1","Lawson S-Marutamachi-byoin","3.5","(8)","Tienda de alimentación","·","","·","9-7 Jurakumawari Matsushitacho","Abierto","·","075-823-0076","https://www.lawson.co.jp/","","Sitio web","","Indicaciones","","",""
"https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x60011f0842208261:0xd3bae58953dc0ef7!8m2!3d34.7410884!4d135.6370011!16s%2Fg%2F11g8v41llg!19sChIJYYIgQggfAWAR9w7cU4nlutM?authuser=0&hl=es-419&rclk=1","FamilyMart","2.8","(21)","Tienda de alimentación","·","","·","1-chome-10-1 Nishinakano","Abierto las 24 horas","·","072-863-0777","https://as.chizumaru.com/famima/detailmap?account=famima&bid=36960","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/FamilyMart+Kawabata+Jinaicho/data=!4m7!3m6!1s0x6000e19fa8acfc6b:0xecf1298e708b58c!8m2!3d34.7330276!4d135.5650038!16s%2Fg%2F12hk69kwt!19sChIJa_ysqJ_hAGARjLUI55gSzw4?authuser=0&hl=es-419&rclk=1","FamilyMart Kawabata Jinaicho","2.8","(20)","Tienda de alimentación","·","","·","1 Chome-4-3 Jinaicho","Abierto las 24 horas","·","06-6995-5581","https://as.chizumaru.com/famima/detailmap?account=famima&bid=36446","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x6000e717059f36bf:0x2c17233b3d2b6453!8m2!3d34.6746538!4d135.5034661!16s%2Fg%2F1tg67_bh!19sChIJvzafBRfnAGARU2QrPTsjFyw?authuser=0&hl=es-419&rclk=1","7-Eleven","3.2","(64)","Tienda de alimentación","·","","·","1 Chome-12-17 Higashishinsaibashi","Abierto","·","06-6241-7140","http://www.sej.co.jp/","","Sitio web","","Indicaciones","""Pero gran servicio.""","",""
"https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x6001739e82c11263:0xbf62ba7524d57bac!8m2!3d35.051811!4d135.9448582!16s%2Fg%2F1thzntf5!19sChIJYxLBgp5zAWARrHvVJHW6Yr8?authuser=0&hl=es-419&rclk=1","7-Eleven","3.4","(34)","Tienda de alimentación","·","","·","17-1 Shinanakacho","Abierto las 24 horas","·","077-568-3135","http://www.sej.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Family+Mart/data=!4m7!3m6!1s0x6000e5003bc23f15:0xf429810b9349438d!8m2!3d34.7580859!4d135.4616677!16s%2Fg%2F11vt2d1zqh!19sChIJFT_COwDlAGARjUNJkwuBKfQ?authuser=0&hl=es-419&rclk=1","Family Mart","","","Tienda de alimentación","·","","·","3 Chome-11-25 Kozushima","Abierto","·","06-6152-5897","https://as.chizumaru.com/famima/detailMap?account=famima&accmd=0&bid=69339","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Lawson+Higashiosaka+Kusune+2-chome/data=!4m7!3m6!1s0x6000dfe19a6b30f9:0xaf4c3b5130013dde!8m2!3d34.6853109!4d135.5851488!16s%2Fg%2F11c2qg7c_y!19sChIJ-TBrmuHfAGAR3j0BMFE7TK8?authuser=0&hl=es-419&rclk=1","Lawson Higashiosaka Kusune 2-chome","3.2","(36)","Tienda de alimentación","·","","·","2 Chome-6-16 Kusune","Abierto las 24 horas","·","06-6747-4163","https://www.lawson.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x6000e699fbef6f49:0xe29021b3c18cc6ba!8m2!3d34.7115936!4d135.5019802!16s%2Fg%2F1thxkz01!19sChIJSW_v-5nmAGARusaMwbMhkOI?authuser=0&hl=es-419&rclk=1","FamilyMart","2.7","(21)","Tienda de alimentación","·","","2 Chome-10-17 Toyosaki","·","Abierto las 24 horas","","06-6292-6682","https://as.chizumaru.com/famima/detailMap?account=famima&accmd=0&bid=53104","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x6000e1087b4f5263:0xfc774d045581e339!8m2!3d34.7210025!4d135.5609547!16s%2Fg%2F1x5fb73_!19sChIJY1JPewjhAGAROeOBVQRNd_w?authuser=0&hl=es-419&rclk=1","7-Eleven","3.7","(29)","Tienda de alimentación","·","","·","4 Chome-1-7 Shimizu","Abierto las 24 horas","·","06-6954-0776","http://www.sej.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","",""
"https://www.google.com/maps/place/Lawson/data=!4m7!3m6!1s0x6000e0f7626afb0d:0x12e1a1a6319f1c3c!8m2!3d34.7021773!4d135.5597946!16s%2Fg%2F1ptx7vjzq!19sChIJDftqYvfgAGARPByfMaah4RI?authuser=0&hl=es-419&rclk=1","Lawson","1.7","(59)","Tienda de alimentación","·","","·","2 Chome-14-12 Imafukuhigashi","Abierto las 24 horas","·","06-6933-6775","https://www.lawson.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"https://www.google.com/maps/place/Lawson+Kowakae+2-chome/data=!4m7!3m6!1s0x6000df743f3616f3:0xfe85496b60a7cb5!8m2!3d34.6485165!4d135.585518!16s%2Fg%2F1tf02bvh!19sChIJ8xY2P3TfAGARtXwKtpZU6A8?authuser=0&hl=es-419&rclk=1","Lawson Kowakae 2-chome","3.5","(13)","Tienda de alimentación","·","","·","Kowakae, 2 Chome−16−2 グランブール鳥居本","Abierto las 24 horas","·","06-6729-7035","https://www.lawson.co.jp/","","Sitio web","","Indicaciones","Retiro en tienda","·","Entrega a domicilio"
"","","","","","","","","","","","","","","","","","","",""
