link,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd 2,doJOZc,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,UsdlK,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd 2,R8c4Qb 2,ah5Ghc,W4Efsd 7,latitude,longitude
https://www.google.com/maps/place/FamilyMart;+Umezu+Danmachi/data=!4m7!3m6!1s0x6001070e14176eed:0xcec3b2183198b2b7!8m2!3d35.0038463!4d135.7056982!16s%2Fg%2F1tdmdsmj!19sChIJ7W4XFA4HAWARt7KYMRiyw84?authuser=0&hl=es-419&rclk=1,FamilyMart; Umezu Danmachi,2.8,(26),コンビニエンスストア,·,,·,7 Umezu Danmachi,Abierto las 24 horas,·,075-863-5537,https://as.chizumaru.com/famima/detailmap?account=famima&bid=34135,,Sitio web,,Indicaciones,Retiro en tienda,,35.0038463,135.7056982
https://www.google.com/maps/place/Lawson+Bank+Saiin+West+Conjunction+Branch/data=!4m7!3m6!1s0x6001072aa6763bc9:0x34032917361d0960!8m2!3d35.0038576!4d135.7305836!16s%2Fg%2F11scnqghnr!19sChIJyTt2pioHAWARYAkdNhcpAzQ?authuser=0&hl=es-419&rclk=1,Lawson Bank Saiin West Conjunction Branch,,,ATM,·,,·,38ｰ2 Saiintatsumicho,,,,https://map.lawsonbank.jp/p/lbankatm/dtl/372470/?&his=cb,,Sitio web,,Indicaciones,,,35.0038576,135.7305836
https://www.google.com/maps/place/Lawson+Katsura-Tokudaiji/data=!4m7!3m6!1s0x600106fcd5b30933:0xd0bba6c8fb8fa31f!8m2!3d34.9887226!4d135.7049413!16s%2Fg%2F11bwf83j3b!19sChIJMwmz1fwGAWARH6OP-8imu9A?authuser=0&hl=es-419&rclk=1,Lawson Katsura-Tokudaiji,3.2,(26),コンビニエンスストア,·,,·,13 Katsuratokudaiji Minamicho,Abierto las 24 horas,·,075-382-1116,https://www.lawson.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,34.9887226,135.7049413
https://www.google.com/maps/place/7-Eleven+-+Ky%C5%8Dto+Horikawa-Bukk%C5%8Dji/data=!4m7!3m6!1s0x6001070febb066c7:0xc222b9d6b429b178!8m2!3d35.0011908!4d135.752449!16s%2Fg%2F11h_3ns18k!19sChIJx2aw6w8HAWAReLEptNa5IsI?authuser=0&hl=es-419&rclk=1,7-Eleven - Kyōto Horikawa-Bukkōji,3.7,(29),コンビニエンスストア,·,,·,325-1 Yoshimizucho,Abierto las 24 horas,·,075-351-2121,https://www.sej.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,35.0011908,135.752449
https://www.google.com/maps/place/Lawson+Bank+Shijosai+In+Conjunction+Branch/data=!4m7!3m6!1s0x600107c2010407a5:0xbf0b4fba03db1c45!8m2!3d35.0033401!4d135.7321797!16s%2Fg%2F11fn55zp1z!19sChIJpQcEAcIHAWARRRzbA7pPC78?authuser=0&hl=es-419&rclk=1,Lawson Bank Shijosai In Conjunction Branch,,,ATM,·,,·,9 Saiinkozanjicho,,,,https://map.lawsonbank.jp/p/lbankatm/dtl/166597/?&his=cb,,Sitio web,,Indicaciones,,,35.0033401,135.7321797
https://www.google.com/maps/place/FamilyMart+Oike-Yamanouchi+Store/data=!4m7!3m6!1s0x600107b1004d9c7f:0x2b16a9d85e6f7b9e!8m2!3d35.0106271!4d135.723384!16s%2Fg%2F11fxb5d5nd!19sChIJf5xNALEHAWARnntvXtipFis?authuser=0&hl=es-419&rclk=1,FamilyMart Oike-Yamanouchi Store,3.6,(17),コンビニエンスストア,·,,·,18-1 Yamanouchi Miyawakicho,Abierto las 24 horas,·,075-813-5068,https://as.chizumaru.com/famima/detailMap?account=famima&accmd=0&bid=52884,,Sitio web,,Indicaciones,Retiro en tienda,,35.0106271,135.723384
https://www.google.com/maps/place/FamilyMart/data=!4m7!3m6!1s0x600108a765555085:0xa7ee7cc72804df32!8m2!3d34.9890539!4d135.7527226!16s%2Fg%2F11d_ynpwrd!19sChIJhVBVZacIAWARMt8EKMd87qc?authuser=0&hl=es-419&rclk=1,FamilyMart,4.0,(37),コンビニエンスストア,·,,"七条通東堀川西入Yaoyacho, ４ ナイススクエア七条堀川",·,Abierto,,075-354-0191,https://as.chizumaru.com/famima/detailmap?account=famima&bid=30498,,Sitio web,,Indicaciones,Retiro en tienda,⋅ Cierra a las 11 p.m.,34.9890539,135.7527226
https://www.google.com/maps/place/Seven+Bank+ATM/data=!4m7!3m6!1s0x600107758cfcbaa3:0x9b9979421da0350!8m2!3d35.003732!4d135.733261!16s%2Fg%2F11jlhls575!19sChIJo7r8jHUHAWARUAPaIZSXuQk?authuser=0&hl=es-419&rclk=1,Seven Bank ATM,1.0,(1),ATM,·,,·,１８-番 Mibufuchidacho,Abierto las 24 horas,·,0120-771-179,https://location.sevenbank.co.jp/sevenbank/spot/detail?code=0000023766,,Sitio web,,Indicaciones,,,35.003732,135.733261
https://www.google.com/maps/place/Lawson+Umezu-Gotocho/data=!4m7!3m6!1s0x60010713d6bf09cd:0xa89799aadb564e48!8m2!3d35.0032568!4d135.7020575!16s%2Fg%2F1q6bldws8!19sChIJzQm_1hMHAWARSE5W26qZl6g?authuser=0&hl=es-419&rclk=1,Lawson Umezu-Gotocho,2.6,(17),コンビニエンスストア,·,,·,1-3 Umezu Gotocho,Abierto las 24 horas,·,075-873-2135,https://www.lawson.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,35.0032568,135.7020575
https://www.google.com/maps/place/Lawson+-+Sanjo+Horikawa/data=!4m7!3m6!1s0x6001062a121fe731:0xef17aaad00364176!8m2!3d35.008727!4d135.7514137!16s%2Fg%2F1tq6jzs2!19sChIJMecfEioGAWARdkE2AK2qF-8?authuser=0&hl=es-419&rclk=1,Lawson - Sanjo Horikawa,3.1,(48),コンビニエンスストア,·,,·,677-1 Hashinishicho,Abierto las 24 horas,·,075-822-6143,https://www.e-map.ne.jp/p/lawson/dtl/113460/,,Sitio web,,Indicaciones,Retiro en tienda,,35.008727,135.7514137
"https://www.google.com/maps/place/MUFG+Bank,+Saiin+Branch/data=!4m7!3m6!1s0x6001064ab3e31561:0xd9994e8ba2948bd7!8m2!3d35.003369!4d135.73233!16s%2Fg%2F1td6y01n!19sChIJYRXjs0oGAWAR14uUootOmdk?authuser=0&hl=es-419&rclk=1","MUFG Bank, Saiin Branch",3.1,(24),ATM,·,,·,"Saiinkozanjicho, ９−9",Abierto,·,0570-018-016,https://www.bk.mufg.jp/index.html,,Sitio web,,Indicaciones,,⋅ Cierra a las 3 p.m.,35.003369,135.73233
https://www.google.com/maps/place/Lawson+-+BiVi+Kyoto+Nijo/data=!4m7!3m6!1s0x600107cda3f0a00b:0xa2f936bf0d4d946f!8m2!3d35.0106227!4d135.7409466!16s%2Fg%2F1tgcrsjc!19sChIJC6Dwo80HAWARb5RNDb82-aI?authuser=0&hl=es-419&rclk=1,Lawson - BiVi Kyoto Nijo,3.0,(31),コンビニエンスストア,·,,·,1-6 Nishinokyo Toganoocho,Abierto las 24 horas,·,075-812-6031,https://www.e-map.ne.jp/p/lawson/dtl/166858/,,Sitio web,,Indicaciones,Retiro en tienda,,35.0106227,135.7409466
https://www.google.com/maps/place/%E9%8A%80%E8%A1%8CATM+%7C+%E3%82%A4%E3%83%BC%E3%83%8D%E3%83%83%E3%83%88+%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E3%83%9E%E3%83%BC%E3%83%88%E3%83%A4%E3%82%B9%E3%82%A4%E3%82%AB%E3%83%89%E3%83%8E%E4%BA%94%E6%9D%A1+%E5%85%B1%E5%90%8C%E5%87%BA%E5%BC%B5%E6%89%80/data=!4m7!3m6!1s0x600107cd7c9e6b6d:0xf8d519aad43a5678!8m2!3d34.994658!4d135.719979!16s%2Fg%2F11j6fkwwqc!19sChIJbWuefM0HAWAReFY61KoZ1fg?authuser=0&hl=es-419&rclk=1,銀行ATM | イーネット ファミリーマートヤスイカドノ五条 共同出張所,5.0,(1),ATM,·,,·,32-2 Nishikyogoku Higashiomarucho,Abierto las 24 horas,,,https://pkg.navitime.co.jp/enet/spot/detail?code=EN-171528&lcfrom=gbp,,Sitio web,,Indicaciones,,,34.994658,135.719979
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x600106f54ab6aaab:0x8bf02ed2b60fc246!8m2!3d34.9770462!4d135.7131087!16s%2Fg%2F11fylc0y9z!19sChIJq6q2SvUGAWARRsIPttIu8Is?authuser=0&hl=es-419&rclk=1,7-Eleven,3.1,(21),コンビニエンスストア,·,,·,40 Shimotsubayashi Higashidaihannyacho,Abierto las 24 horas,·,075-392-9606,http://www.sej.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,34.9770462,135.7131087
https://www.google.com/maps/place/Kyoto+Shinkin+Bank/data=!4m7!3m6!1s0x6001064c35fc01a3:0xc5ff1936a1ec0399!8m2!3d34.99751!4d135.7263229!16s%2Fg%2F11b6brf362!19sChIJowH8NUwGAWARmQPsoTYZ_8U?authuser=0&hl=es-419&rclk=1,Kyoto Shinkin Bank,,,ATM,·,,·,"Saiinoiwakecho, 25-1 イオンモール京都五条 １階",Abierto,,,https://map.kyoto-shinkin.co.jp/kyoto-shinkin/spot/detail?code=1028,,Sitio web,,Indicaciones,,⋅ Cierra a las 11 p.m.,34.99751,135.7263229
https://www.google.com/maps/place/7-Eleven+Tenjingawa+Sanjo+store/data=!4m7!3m6!1s0x600107a726dfd5bf:0xe852e21a5d26d3aa!8m2!3d35.0088938!4d135.71643!16s%2Fg%2F113g0vj2_!19sChIJv9XfJqcHAWARqtMmXRriUug?authuser=0&hl=es-419&rclk=1,7-Eleven Tenjingawa Sanjo store,2.9,(41),コンビニエンスストア,·,,·,15-6 Uzumasa Shimokakudacho,Abierto,·,075-864-5358,http://www.sej.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,⋅ Cierra a la 1 a.m.,35.0088938,135.71643
https://www.google.com/maps/place/Lawson+-+Hachij%C5%8D+Aburanok%C5%8Dji+West/data=!4m7!3m6!1s0x600108a83101840d:0x7a07f24808c54611!8m2!3d34.9845457!4d135.7528261!16s%2Fg%2F11c5b3zbhn!19sChIJDYQBMagIAWAREUbFCEjyB3o?authuser=0&hl=es-419&rclk=1,Lawson - Hachijō Aburanokōji West,2.2,(52),コンビニエンスストア,·,,·,2-1 Nishikujo Teranomaecho,Abierto las 24 horas,·,075-661-0577,https://www.e-map.ne.jp/p/lawson/dtl/272626/,,Sitio web,,Indicaciones,Retiro en tienda,,34.9845457,135.7528261
https://www.google.com/maps/place/FamilyMart+Shinmachi-Takatsuji/data=!4m7!3m6!1s0x6001089eb6207ef9:0x15c26b74726236f!8m2!3d35.0002468!4d135.7566132!16s%2Fg%2F1td1jx65!19sChIJ-X4gtp4IAWARbyMmR7cmXAE?authuser=0&hl=es-419&rclk=1,FamilyMart Shinmachi-Takatsuji,3.2,(30),コンビニエンスストア,·,,·,"高辻通新町西入Iwatoyamacho, 440 江村ビル 1F",Abierto las 24 horas,·,075-353-9711,https://as.chizumaru.com/famima/detailmap?account=famima&bid=32840,,Sitio web,,Indicaciones,Retiro en tienda,,35.0002468,135.7566132
https://www.google.com/maps/place/FamilyMart+Goj%C5%8D-Shinmachi+Store/data=!4m7!3m6!1s0x600108a2201647e9:0x95abd536811f07ea!8m2!3d34.9958694!4d135.7569133!16s%2Fg%2F11cn9n85p_!19sChIJ6UcWIKIIAWAR6gcfgTbVq5U?authuser=0&hl=es-419&rclk=1,FamilyMart Gojō-Shinmachi Store,3.4,(40),コンビニエンスストア,·,,·,"新町通五条下ルEbisucho, 107",Abierto,·,075-354-0211,https://as.chizumaru.com/famima/detailmap?account=famima&bid=37754,,Sitio web,,Indicaciones,Retiro en tienda,⋅ Cierra a las 12 a.m.,34.9958694,135.7569133
https://www.google.com/maps/place/Seven+Bank+ATM/data=!4m7!3m6!1s0x600107cc819bb789:0x7a1d3fe219386509!8m2!3d34.989438!4d135.7294671!16s%2Fg%2F11jjlsjc38!19sChIJibebgcwHAWARCWU4GeI_HXo?authuser=0&hl=es-419&rclk=1,Seven Bank ATM,,,ATM,·,,·,６５番２ Nishishichijo Kitatsukiyomicho,Abierto ahora,·,0120-771-179,https://location.sevenbank.co.jp/sevenbank/spot/detail?code=0000026753,,Sitio web,,Indicaciones,,,34.989438,135.7294671
https://www.google.com/maps/place/%E9%8A%80%E8%A1%8CATM+%7C+%E3%82%A4%E3%83%BC%E3%83%8D%E3%83%83%E3%83%88+%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E3%83%9E%E3%83%BC%E3%83%88%E8%A5%BF%E9%99%A2%E6%B8%85%E6%B0%B4%E7%94%BA+%E5%85%B1%E5%90%8C%E5%87%BA%E5%BC%B5%E6%89%80/data=!4m7!3m6!1s0x600107e8002bef6d:0x2cb74884a16d9f73!8m2!3d34.999644!4d135.722921!16s%2Fg%2F11hfnrcz3g!19sChIJbe8rAOgHAWARc59toYRItyw?authuser=0&hl=es-419&rclk=1,銀行ATM | イーネット ファミリーマート西院清水町 共同出張所,,,ATM,·,,·,１-1 Saiinshimizucho,Abierto las 24 horas,,,https://pkg.navitime.co.jp/enet/spot/detail?code=EN-180596&lcfrom=gbp,,Sitio web,,Indicaciones,,,34.999644,135.722921
https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x600108a6256421c9:0x2e44ca69cc5a2da3!8m2!3d34.9878252!4d135.7550971!16s%2Fg%2F1tf1bng_!19sChIJySFkJaYIAWARoy1azGnKRC4?authuser=0&hl=es-419&rclk=1,7-Eleven,3.6,(65),コンビニエンスストア,·,,·,"木津屋橋通油小路東入Minamicho, 577",Abierto las 24 horas,·,075-351-0278,https://www.sej.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,34.9878252,135.7550971
https://www.google.com/maps/place/Japan+Post+Bank+Osaka+Branch+Office+AEON-Mall-Kyoto-Gojo+ATM/data=!4m7!3m6!1s0x6001064c358d190d:0x43eabed109aadc90!8m2!3d34.9974779!4d135.7262591!16s%2Fg%2F11f3_9hp80!19sChIJDRmNNUwGAWARkNyqCdG-6kM?authuser=0&hl=es-419&rclk=1,Japan Post Bank Osaka Branch Office AEON-Mall-Kyoto-Gojo ATM,1.0,(1),ATM,·,,·,"Saiinoiwakecho, ２５−1 1 階ＡＴＭコーナ",Abierto,·,0120-108-420,https://map.japanpost.jp/p/search/dtl/400226001400/,,Sitio web,,Indicaciones,,⋅ Cierra a las 11 p.m.,34.9974779,135.7262591
https://www.google.com/maps/place/Ministop/data=!4m7!3m6!1s0x600106016d283be5:0x52ecc97d4b216cc8!8m2!3d34.9791559!4d135.7491098!16s%2Fg%2F11f4qlvthk!19sChIJ5TsobQEGAWARyGwhS33J7FI?authuser=0&hl=es-419&rclk=1,Ministop,3.1,(40),コンビニエンスストア,·,,119 Nishikujo Hieijocho,·,Abierto las 24 horas,,075-661-9258,https://www.ministop.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,34.9791559,135.7491098
https://www.google.com/maps/place/FamilyMart+Horikawa+Oike/data=!4m7!3m6!1s0x60010882442f88f9:0x94f8d5f17b785d2f!8m2!3d35.0107309!4d135.7508785!16s%2Fg%2F11c60mb41w!19sChIJ-YgvRIIIAWARL114e_HV-JQ?authuser=0&hl=es-419&rclk=1,FamilyMart Horikawa Oike,3.4,(42),コンビニエンスストア,·,,·,415 Kamitomoecho,Abierto las 24 horas,·,075-803-6908,https://as.chizumaru.com/famima/detailMap?account=famima&accmd=0&bid=52674,,Sitio web,,Indicaciones,Retiro en tienda,,35.0107309,135.7508785
https://www.google.com/maps/place/Lawson+Bank+Shijo+Nakashindo+Conjunction+Branch/data=!4m7!3m6!1s0x600107ce540c7f17:0xbf7d100137ad3555!8m2!3d35.0037857!4d135.7391006!16s%2Fg%2F11hdy6tcn0!19sChIJF38MVM4HAWARVTWtNwEQfb8?authuser=0&hl=es-419&rclk=1,Lawson Bank Shijo Nakashindo Conjunction Branch,,,ATM,·,,·,2ｰ2 Mibumorimachi,Abierto las 24 horas,,,https://map.lawsonbank.jp/p/lbankatm/dtl/238144/?&his=cb,,Sitio web,,Indicaciones,,,35.0037857,135.7391006
https://www.google.com/maps/place/Lawson+Kadono%C5%8Dji-Oike/data=!4m7!3m6!1s0x600107a40a6b452d:0x7a4c6e1ede1299da!8m2!3d35.0112124!4d135.7199238!16s%2Fg%2F11bxdw49my!19sChIJLUVrCqQHAWAR2pkS3h5uTHo?authuser=0&hl=es-419&rclk=1,Lawson Kadonoōji-Oike,3.6,(32),コンビニエンスストア,·,,·,7-7 Uzumasa Yasui Nishizawacho,Abierto las 24 horas,·,075-813-5122,https://www.lawson.co.jp/,,Sitio web,,Indicaciones,Retiro en tienda,,35.0112124,135.7199238
https://www.google.com/maps/place/%E3%82%A4%E3%82%AA%E3%83%B3%E9%8A%80%E8%A1%8C+%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%AB%E4%BA%AC%E9%83%BD%E4%BA%94%E6%9D%A1%E5%BA%97%E7%AC%AC%E4%B8%89%E5%87%BA%E5%BC%B5%E6%89%80/data=!4m7!3m6!1s0x6001064c3c22815f:0xfa1322bccf71bda1!8m2!3d34.997571!4d135.727056!16s%2Fg%2F11bw3dqrjs!19sChIJX4EiPEwGAWARob1xz7wiE_o?authuser=0&hl=es-419&rclk=1,イオン銀行 イオンモール京都五条店第三出張所,,,ATM,·,,·,25-1 Saiinoiwakecho,Abierto,,,http://shop.aeonbank.co.jp/aeonbank/Spot.act?dnvSpt=S0129.0000002247&cateCd=&bcCode=26108&flow=mp,,Sitio web,,Indicaciones,,⋅ Cierra a las 9 p.m.,34.997571,135.727056
